50.872501 14.235833 170
50.872501 14.236667 207
50.872501 14.237500 216
50.872501 14.238334 226
50.872501 14.239166 221
50.872501 14.240000 215
50.872501 14.240833 216
50.872501 14.241667 217
50.872501 14.242500 222
50.872501 14.243333 228
50.872501 14.244166 221
50.872501 14.245000 213
50.872501 14.245833 215
50.872501 14.246667 218
50.872501 14.247500 231
50.872501 14.248333 245
50.872501 14.249166 240
50.872501 14.250000 234
50.872501 14.250834 227

50.872776 14.235833 170
50.872776 14.236667 207
50.872776 14.237500 216
50.872776 14.238334 226
50.872776 14.239166 221
50.872776 14.240000 215
50.872776 14.240833 216
50.872776 14.241667 217
50.872776 14.242500 222
50.872776 14.243333 228
50.872776 14.244166 221
50.872776 14.245000 213
50.872776 14.245833 215
50.872776 14.246667 218
50.872776 14.247500 231
50.872776 14.248333 245
50.872776 14.249166 240
50.872776 14.250000 234
50.872776 14.250834 227

50.873055 14.235833 170
50.873055 14.236667 207
50.873055 14.237500 216
50.873055 14.238334 226
50.873055 14.239166 221
50.873055 14.240000 215
50.873055 14.240833 216
50.873055 14.241667 217
50.873055 14.242500 222
50.873055 14.243333 228
50.873055 14.244166 221
50.873055 14.245000 213
50.873055 14.245833 215
50.873055 14.246667 218
50.873055 14.247500 231
50.873055 14.248333 245
50.873055 14.249166 240
50.873055 14.250000 234
50.873055 14.250834 227

50.873333 14.235833 143
50.873333 14.236667 163
50.873333 14.237500 168
50.873333 14.238334 174
50.873333 14.239166 170
50.873333 14.240000 166
50.873333 14.240833 168
50.873333 14.241667 170
50.873333 14.242500 177
50.873333 14.243333 185
50.873333 14.244166 189
50.873333 14.245000 193
50.873333 14.245833 210
50.873333 14.246667 228
50.873333 14.247500 225
50.873333 14.248333 222
50.873333 14.249166 207
50.873333 14.250000 191
50.873333 14.250834 185

50.873611 14.235833 143
50.873611 14.236667 163
50.873611 14.237500 168
50.873611 14.238334 174
50.873611 14.239166 170
50.873611 14.240000 166
50.873611 14.240833 168
50.873611 14.241667 170
50.873611 14.242500 177
50.873611 14.243333 185
50.873611 14.244166 189
50.873611 14.245000 193
50.873611 14.245833 210
50.873611 14.246667 228
50.873611 14.247500 225
50.873611 14.248333 222
50.873611 14.249166 207
50.873611 14.250000 191
50.873611 14.250834 185

50.873890 14.235833 143
50.873890 14.236667 163
50.873890 14.237500 168
50.873890 14.238334 174
50.873890 14.239166 170
50.873890 14.240000 166
50.873890 14.240833 168
50.873890 14.241667 170
50.873890 14.242500 177
50.873890 14.243333 185
50.873890 14.244166 189
50.873890 14.245000 193
50.873890 14.245833 210
50.873890 14.246667 228
50.873890 14.247500 225
50.873890 14.248333 222
50.873890 14.249166 207
50.873890 14.250000 191
50.873890 14.250834 185

50.874168 14.235833 126
50.874168 14.236667 133
50.874168 14.237500 150
50.874168 14.238334 167
50.874168 14.239166 165
50.874168 14.240000 162
50.874168 14.240833 153
50.874168 14.241667 143
50.874168 14.242500 141
50.874168 14.243333 139
50.874168 14.244166 153
50.874168 14.245000 168
50.874168 14.245833 185
50.874168 14.246667 202
50.874168 14.247500 191
50.874168 14.248333 180
50.874168 14.249166 173
50.874168 14.250000 166
50.874168 14.250834 166

50.874443 14.235833 126
50.874443 14.236667 133
50.874443 14.237500 150
50.874443 14.238334 167
50.874443 14.239166 165
50.874443 14.240000 162
50.874443 14.240833 153
50.874443 14.241667 143
50.874443 14.242500 141
50.874443 14.243333 139
50.874443 14.244166 153
50.874443 14.245000 168
50.874443 14.245833 185
50.874443 14.246667 202
50.874443 14.247500 191
50.874443 14.248333 180
50.874443 14.249166 173
50.874443 14.250000 166
50.874443 14.250834 166

50.874722 14.235833 126
50.874722 14.236667 133
50.874722 14.237500 150
50.874722 14.238334 167
50.874722 14.239166 165
50.874722 14.240000 162
50.874722 14.240833 153
50.874722 14.241667 143
50.874722 14.242500 141
50.874722 14.243333 139
50.874722 14.244166 153
50.874722 14.245000 168
50.874722 14.245833 185
50.874722 14.246667 202
50.874722 14.247500 191
50.874722 14.248333 180
50.874722 14.249166 173
50.874722 14.250000 166
50.874722 14.250834 166

50.875000 14.235833 131
50.875000 14.236667 140
50.875000 14.237500 171
50.875000 14.238334 203
50.875000 14.239166 212
50.875000 14.240000 221
50.875000 14.240833 210
50.875000 14.241667 199
50.875000 14.242500 185
50.875000 14.243333 170
50.875000 14.244166 156
50.875000 14.245000 142
50.875000 14.245833 147
50.875000 14.246667 153
50.875000 14.247500 152
50.875000 14.248333 150
50.875000 14.249166 173
50.875000 14.250000 196
50.875000 14.250834 200

50.875278 14.235833 131
50.875278 14.236667 140
50.875278 14.237500 171
50.875278 14.238334 203
50.875278 14.239166 212
50.875278 14.240000 221
50.875278 14.240833 210
50.875278 14.241667 199
50.875278 14.242500 185
50.875278 14.243333 170
50.875278 14.244166 156
50.875278 14.245000 142
50.875278 14.245833 147
50.875278 14.246667 153
50.875278 14.247500 152
50.875278 14.248333 150
50.875278 14.249166 173
50.875278 14.250000 196
50.875278 14.250834 200

50.875557 14.235833 131
50.875557 14.236667 140
50.875557 14.237500 171
50.875557 14.238334 203
50.875557 14.239166 212
50.875557 14.240000 221
50.875557 14.240833 210
50.875557 14.241667 199
50.875557 14.242500 185
50.875557 14.243333 170
50.875557 14.244166 156
50.875557 14.245000 142
50.875557 14.245833 147
50.875557 14.246667 153
50.875557 14.247500 152
50.875557 14.248333 150
50.875557 14.249166 173
50.875557 14.250000 196
50.875557 14.250834 200

50.875832 14.235833 131
50.875832 14.236667 134
50.875832 14.237500 167
50.875832 14.238334 200
50.875832 14.239166 226
50.875832 14.240000 252
50.875832 14.240833 256
50.875832 14.241667 260
50.875832 14.242500 247
50.875832 14.243333 234
50.875832 14.244166 217
50.875832 14.245000 199
50.875832 14.245833 190
50.875832 14.246667 181
50.875832 14.247500 176
50.875832 14.248333 171
50.875832 14.249166 200
50.875832 14.250000 230
50.875832 14.250834 237

